Tags,Platform,Avatar,Channel Name,Channel Url,Location,Subscribers Count,Video count,Description,joined,Views,Email,3 Latest Videos Url,3 Latest Videos Title,3 Latest videos image
People & Blogs,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqOlkEdoQNAtmGnF7wpUdVL8XIFEYz8eW20T_nhbJw=s176-c-k-c0x00ffffff-no-rj,Deji,https://www.youtube.com/channel/UCrqsNpKuDQZreGaxBL_a5Jg/about,,10.7M subscribers,1.9K,"Description
23 year old Man Child
For Biz Inquiries - deji@optalent.com","Dec 2, 2011","4,131,217,020 views",,"['https://www.youtube.com/watch?v=aymBIYjL2PY', 'https://www.youtube.com/watch?v=_MOwDQcVyAQ', None]","['I AM GETTING BACK IN THE RING by Deji 13 days ago 2 minutes, 38 seconds 298,001 views', 'i have had enough by Deji 4 weeks ago 8 minutes, 36 seconds 719,398 views', 'DEJI AND KSI VS JAKE AND LOGAN by Deji 1 month ago 6 minutes, 19 seconds 991,846 views']","['https://i.ytimg.com/vi/aymBIYjL2PY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCHjBraGHBd19e9NMdGTYAiruRaIA', 'https://i.ytimg.com/vi/_MOwDQcVyAQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBosN49IU06LkcLTtcq4R2y1jue2g', 'https://i.ytimg.com/vi/6i-xovscYaI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD7mxfFJLYfUBZ5peLXKO86RagVCQ']"
Gaming,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqNlxg_aZvwQWlMZfr8pJxI-fJyZ579o6OgVDNdx5A=s176-c-k-c0x00ffffff-no-rj,SSundee,https://www.youtube.com/channel/UCke6I9N4KfC968-yRcd5YRg/about,United States,22.1M subscribers,3.2K,"Description
Welcome to my channel!  I upload a lot of funny Minecraft, Fortnite and Among Us Videos! I also upload random games. lol I yell a lot.

I also play random games from time to time.

-SSundee","Nov 28, 2009","13,409,905,532 views",,"['https://www.youtube.com/watch?v=ySVbuoHj-xs', 'https://www.youtube.com/watch?v=o__Tp2JRyBE']","['Surviving as a Mutant in Modded Minecraft by SSundee 19 hours ago 15 minutes 764,247 views', 'I Found The Official Alphabet Lore Game�� by SSundee 1 day ago 17 minutes 797,129 views', '0.001% Chance Of Unlocking This Black Hole (Roblox) by SSundee 2 days ago 16 minutes 1,361,057 views']","['https://i.ytimg.com/vi/ySVbuoHj-xs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCUL7hVQw1BuW0Y9R8eaAKgYIOnog', 'https://i.ytimg.com/vi/o__Tp2JRyBE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDMcxoKIiU8IlpDRHyIw_Rxe6Se-Q', 'https://i.ytimg.com/vi/Oe33ZDiA9to/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAVltw2Lrz_KBFukAt-FxEuKVvu8A']"
Entertainment,Youtube,https://yt3.googleusercontent.com/vVrrjzl6O4SpJ5DmSkYlREv_rXY4Kx-lTxBQ6uF8X2_kaL7tpkRrDoZX_JSjzKQhkoX-KAB2=s176-c-k-c0x00ffffff-no-rj,Nao FunFun,https://www.youtube.com/channel/UCS3VJQpFmLbBd5qsWci9KPA/about,United States,10.4M subscribers,57,"Description
Welcome to Nao FunFun!!!
Thank you for watching~!!","Feb 1, 2014","4,998,650 views",,"['https://www.youtube.com/watch?v=mF2YN4D6i5k', 'https://www.youtube.com/watch?v=xqvc10tOODY', None]","['Fidgets Sticky Mini Squishy Stress Ball Drink Vending Machine by Nao FunFun 1 month ago 2 minutes, 53 seconds 3,392 views', 'DIY How To Make Rainbow Colors Ice Cream Jelly Compilation #62 by Nao FunFun 7 months ago 9 minutes, 58 seconds 18,620 views', 'How To Make Rainbow Colors Bottle Jelly DIY Compilation #59 by Nao FunFun 11 months ago 9 minutes, 30 seconds 27,865 views']","['https://i.ytimg.com/vi/mF2YN4D6i5k/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBpbvihApcJNSlruxRGeeMKhl3Rlw', 'https://i.ytimg.com/vi/xqvc10tOODY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD7f7_gMICaF0F0lreTIKRyAKfydg', 'https://i.ytimg.com/vi/YFUlBK9HZ3Y/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD-1_31k3LK1l3RQcA93BowkzGqwA']"
People & Blogs,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqNJGg4ud19Vz3FRFijWKXN5hLdawiZ1Yypsk_rUJw=s176-c-k-c0x00ffffff-no-rj,As/Is,https://www.youtube.com/channel/UCay_OLhWtf9iklq8zg_or0g/about,United States,10.4M subscribers,4.8K,"Description
As/Is
Subscribe for daily videos & series about beauty, fashion, style, body positivity, women��s experiences and lifestyle, and to join a community of incredible women working to empower and inspire each other. We accept you, as is!

Connect with As/Is:
Like us on Facebook: http://facebook.com/UrGreatAsIs
Follow us on Instagram: @AsIs https://www.instagram.com/asis/
Follow us on Twitter: http://www.twitter.com/asis
Check out our website: http://buzzfeed.com/asis
Buy our merch: https://goo.gl/2ny7st
Subscribe to the As/Is Newsletter: https://www.buzzfeed.com/newsletters/style","Apr 10, 2013","11,914,244,919 views",,"['https://www.youtube.com/watch?v=g8kktj7EXko', 'https://www.youtube.com/watch?v=kYYEjniUzR8', None]","['I got a laser facial #shorts by As/Is 7 months ago 1 minute, 1 second 15,720 views', 'Friends Swap Hairstylists: Curly vs. Straight by As/Is 7 months ago 6 minutes, 19 seconds 38,475 views', 'Single Guy Chooses A Date Based On Their Drag Queen Alter Ego by As/Is 8 months ago 8 minutes, 49 seconds 18,090 views']","['https://i.ytimg.com/vi/g8kktj7EXko/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB7zfXOWbkFNKy1oAiZkaSnnC21Eg', 'https://i.ytimg.com/vi/kYYEjniUzR8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBcZJDJu63j4NKGJyW56dfh5eiahw', 'https://i.ytimg.com/vi/VC8FiFwDYxU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBA7eFDH6dV3_wBUjCuvSERddiltQ']"
Entertainment,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqMP6gHKgB5Vry0KGHKg4PF7gHMKs2XRfQvpXwIXRA=s176-c-k-c0x00ffffff-no-rj,MrBeast,https://www.youtube.com/channel/UCX6OQ3DkcsbYNE6H8uQQuVA/about,United States,148M subscribers,740,"Description
SUBSCRIBE FOR A COOKIE!
Accomplishments
- Raised $20,000,000 To Plant 20,000,000 Trees
- Given millions to charity
- Donated over 100 cars lol
- Gave away a private island
- Given away over 100 ps4s lol
- Gave away 1 million dollars in one video 
- Counted to 100k
- Read the Dictionary
- Watched Dance Till You're Dead For 10 Hours
- Read Bee Movie Script
- Read Longest English Word
- Watched Paint Dry
- Ubering Across America
- Watched It's Every Day Bro For 10 Hours
- Ran a marathon in the world's largest shoes
- Adopted every dog in a shelter
You get the point haha



*Do not email me asking for money, I give away money because it makes me happy :)","Feb 20, 2012","25,171,691,736 views",,"['https://www.youtube.com/watch?v=1WEAJ-DFkHE', 'https://www.youtube.com/watch?v=YLt73w6criQ', None]","['$1 vs $500,000 Plane Ticket! by MrBeast 3 weeks ago 12 minutes, 20 seconds 135,437,121 views', 'I Paid A Real Assassin To Try To Kill Me by MrBeast 1 month ago 12 minutes, 17 seconds 106,913,580 views', '1,000 Blind People See For The First Time by MrBeast 2 months ago 8 minutes, 1 second 135,725,281 views']","['https://i.ytimg.com/vi/1WEAJ-DFkHE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAfHIKkwhDbz3Ym11geyybpgjv3AA', 'https://i.ytimg.com/vi/YLt73w6criQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLABtW4kevbqiqf_oB8hE8GglNQsww', 'https://i.ytimg.com/vi/TJ2ifmkGGus/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCDppgg-5xlyXuer9HrmUWbVO4WoA']"
Comedy,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqMAUjR6Zv1YztxZ_MrdVPw6DYSTm5m52G0_LE2xdA=s176-c-k-c0x00ffffff-no-rj,Bart Baker,https://www.youtube.com/channel/UCazMm3tOCkYrIGE_17j0mVg/about,United States,9.87M subscribers,205,"Description
Hi I'm Bart! I'm the king of music video parodies! SUBSCRIBE and I'll make it worth your while. You catch my drift?

For Business inquiries please email management - BartBakerBiz@gmail.com - any non business emails will be reported","Dec 2, 2006","3,354,609,518 views",,"['https://www.youtube.com/watch?v=HQwfn_KI6N8', 'https://www.youtube.com/watch?v=ytMfb1eojx4', None]","['BART BAKER - ""POLYDOGE"" (OFFICIAL MUSIC  VIDEO) by Bart Baker 1 year ago 1 minute, 38 seconds 579,602 views', 'WTF HAPPENED TO ME? (WHY I DISAPEARED) by Bart Baker 1 year ago 7 minutes, 25 seconds 889,152 views', '6ix9ine, Nicki Minaj, Murda Beatz - ��FEFE�� PARODY by Bart Baker 4 years ago 4 minutes, 21 seconds 16,228,572 views']","['https://i.ytimg.com/vi/HQwfn_KI6N8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBnhhtMPnQbQqJAqfFNc3MTLyrdlg', 'https://i.ytimg.com/vi/ytMfb1eojx4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCzGFsJKP_MOHo-EpD8Z82hf2nJZw', 'https://i.ytimg.com/vi/GNszD3W_G_g/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDkDBE5v00W-G59LMIEEH0I0e7a4g']"
Sports,Youtube,https://yt3.googleusercontent.com/urNLBJGryDamao5r0jmlTg84mIBOoaeJd6XR67j4nuRd0iRvv5g-MUgaowsWKCs8V_t4KwST=s176-c-k-c0x00ffffff-no-rj,NBA,https://www.youtube.com/channel/UCWJ2lWNubArHWmf3FIHbfcQ/about,United States,20.3M subscribers,46K,"Description
The NBA is the premier professional basketball league in the United States and Canada. The league is truly global, with games and programming in 215 countries and territories in 47 languages. The NBA consists of 30 teams. The NBA offers real time access to live regular season NBA games with a subscription to NBA LEAGUE PASS, available globally for TV, broadband, and mobile.  Real-time Stats, Scores, Highlights and more are available to fans on web and mobile with the NBA App. 

For news, stories, highlights and more, go to our official website at https://app.link.nba.com/e/NBA_site","Nov 21, 2005","12,196,308,820 views",,"['https://www.youtube.com/watch?v=qOJTJ2WVpIc', 'https://www.youtube.com/watch?v=IFkBpGKB5nc', None]","['Final 4:54 INSANE OVERTIME ENDING #8 Heat vs #1 Bucks - Game 5 | April 26, 2023 by NBA 57 minutes ago 2 minutes, 49 seconds 40,637 views', 'Final 4:04 WILD ENDING #6 Warriors vs #3 Kings - Game 5 | April 26, 2023 by NBA 58 minutes ago 4 minutes, 59 seconds 72,169 views', 'Jimmy Butler��s CLUTCH 42-Point Game 5 Performance | April 26, 2023 by NBA 1 hour ago 4 minutes, 27 seconds 33,744 views']","['https://i.ytimg.com/vi/qOJTJ2WVpIc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLALHHAL3cg1GOfFwfWIXhrZLbajhA', 'https://i.ytimg.com/vi/IFkBpGKB5nc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBkW22YDu2sUXlTWVv8nVnttYZSGQ', 'https://i.ytimg.com/vi/iwGyQCqOywA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAg6ILZH7J4qAzMeM0jSjBjWGpybQ']"
Entertainment,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqPUtS6L5l21KvuMxvGIgJrmZkOLYNPPQ5qNutHs7A=s176-c-k-c0x00ffffff-no-rj,RomanAtwood,https://www.youtube.com/channel/UCnOVVuoLJ_1YY8A0V802wHA/about,,10.2M subscribers,117,"Description
Original Pranks to make you Smile More:) 

Contact Roman: RomanAtwood@gmail.com","Nov 19, 2009","1,558,757,211 views",,"['https://www.youtube.com/watch?v=vOFa0YHSwx4', 'https://www.youtube.com/watch?v=ZkxMqUP70Ds', None]","['Car Crash Prank!! by RomanAtwood 7 years ago 5 minutes, 18 seconds 23,521,363 views', 'SPRAYING SKUNK PRANK!! by RomanAtwood 7 years ago 2 minutes, 35 seconds 7,468,067 views', 'OFFICIAL Natural Born Pranksters MOVIE TRAILER!! by RomanAtwood 7 years ago 2 minutes, 23 seconds 6,840,481 views']","['https://i.ytimg.com/vi/vOFa0YHSwx4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC2cEVDdLF0bgKYFSc-UxaSgV6YSA', 'https://i.ytimg.com/vi/ZkxMqUP70Ds/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAqmGvcBodlnuYcnBK_JD4kN7BAzg', 'https://i.ytimg.com/vi/2dmqsY3_1uk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBXu7jdzdRIAOuKmPKbAZuWLxdzsw']"
Entertainment,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqPb9OUpncxck6fifIIqGmZ6ACoBhIp6skLxQyLVHQ=s176-c-k-c0x00ffffff-no-rj,Reaction Time,https://www.youtube.com/channel/UChM5Ff2yVeIZ16EWiB081cg/about,United States,14.6M subscribers,1.6K,"Description
Welcome to Reaction Time, your go-to randomness for the day. ","Apr 26, 2015","4,252,466,377 views",,"['https://www.youtube.com/watch?v=ix9WITv2t0k', 'https://www.youtube.com/watch?v=5-OGe0yG93M', None]","['2023 Karens Are A Different Breed by Reaction Time 3 days ago 8 minutes, 16 seconds 15,957 views', 'Tik Toks ONLY BOYS Will Understand ft. My Girlfriend by Reaction Time 1 month ago 8 minutes, 17 seconds 41,509 views', 'SPOILED Rich Kid HATES His Birthday Present! by Reaction Time 1 month ago 6 minutes, 38 seconds 20,836 views']","['https://i.ytimg.com/vi/ix9WITv2t0k/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDueau4XqjQqEXX6o2sFvkf_-2l2w', 'https://i.ytimg.com/vi/5-OGe0yG93M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDCXr-F5tqW-fZzE4Uvjz9oM74D4w', 'https://i.ytimg.com/vi/qKHh53GAtuw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDKdRuJQN6kTdOTaLYbEb7t41t2NQ']"
Gaming,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqPrjTAhPBtekvdDLwWOn_FxgSvRaW4CM593iGlGDw=s176-c-k-c0x00ffffff-no-rj,Kwebbelkop,https://www.youtube.com/channel/UCfLuMSIDmeWRYpuCQL0OJ6A/about,United States,14.9M subscribers,5.1K,"Description
Welcome to my channel. My name is Kwebbelkop or Jordi. I'm an English speaking YouTuber! I like making videos and I love to do silly stuff. I love playing games with my friends and interacting with my KOPS! I upload at least 1 video every single day at the exact same time.  I love watching funny videos, seeing amazing animations, and enjoying family friendly content. If you enjoy amazing videos. you have come to the right place!

Sponsored by Elgato! http://e.lga.to/Kwebbelkop

All videos are owned and powered by KOP Worldwide B.V. 
This channel is supervised by the Dutch Media Authority.","Apr 2, 2008","6,829,755,459 views",,"['https://www.youtube.com/watch?v=WSEgG6c0jLc', 'https://www.youtube.com/watch?v=Rk86y-3uIX8', None]","['Best KWEBBELKOP Vlog Moments Of All Time! by Kwebbelkop 10 days ago 3 hours, 33 minutes 34,735 views', 'Hi me in 5 years by Kwebbelkop 13 days ago 17 minutes 179,625 views', 'Best GTA 5 Robust Moments Ever (Jelly, Kwebbelkop, Slogo) by Kwebbelkop 3 weeks ago 3 hours, 50 minutes 583,773 views']","['https://i.ytimg.com/vi/WSEgG6c0jLc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA_Pkc_Nc_tmyUz0sJVkapcksG7tg', 'https://i.ytimg.com/vi/Rk86y-3uIX8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBalpqpaQsgto7SJD5XXf2wGctK9Q', 'https://i.ytimg.com/vi/IvL0Qv2kpsw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBPoqpclvFvsuZudxndt9uicke-Uw']"
Music,Youtube,https://yt3.googleusercontent.com/HILpGhHb8SemvpJHE-D2ERfN5K78KM6rJ4PTmxHGkvxOgIE0HJ43O6AuMrZeomBcKuwAoJd7gw=s176-c-k-c0x00ffffff-no-rj,Camila Cabello,https://www.youtube.com/channel/UCio_FVgKVgqcHrRiXDpnqbw/about,United States,16.2M subscribers,80,"Description
Sigue bailando. FAMILIA. Out now","Aug 11, 2015","6,501,124,952 views",,"['https://www.youtube.com/watch?v=XUyNvlglCl4', 'https://www.youtube.com/watch?v=b5GV-ohMhSg', None]","[""Camila Cabello - I'll Be Home For Christmas (Official Audio) by CamilaCabelloVEVO 5 months ago 3 minutes 838,926 views"", 'Camila Cabello - Familia Diary (South America) by Camila Cabello 6 months ago 8 minutes, 47 seconds 429,439 views', 'Camila Cabello - Never Be The Same (Rock in Rio) by Camila Cabello 7 months ago 4 minutes, 42 seconds 157,635 views']","['https://i.ytimg.com/vi/XUyNvlglCl4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDtJ9eDxkUrnRZ23ojJBJofEPqkTw', 'https://i.ytimg.com/vi/b5GV-ohMhSg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAl_orUbzy0FC1xuGlcGPjfa3exug', 'https://i.ytimg.com/vi/KcD2Z2xpb5w/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARh_IBMoOzAP&rs=AOn4CLARV4kkZq0eso1mquS-uJoMUEIWVA']"
People & Blogs,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqNjP5AgI_a46R4YFM6F7W4W_sHCtj6RgTaBotROGg=s176-c-k-c0x00ffffff-no-rj,Jen Smith,https://www.youtube.com/channel/UCqIqRzEge-Qvt4Iglx-uKdQ/about,United States,8.38M subscribers,1.9K,"Description
Subscribe for more videos!!","Oct 10, 2009","3,002,516,899 views",,"['https://www.youtube.com/watch?v=toCj3owVm94', 'https://www.youtube.com/watch?v=Ljbn9iY1n1c', None]","['WILD CAT ATTACK!! by Jen Smith 3 months ago 12 minutes 37,919 views', 'DO YOU WANT ONE?!! by Jen Smith 5 months ago 9 minutes, 23 seconds 35,484 views', 'WE DID IT AGAIN!! by Jen Smith 5 months ago 10 minutes, 1 second 351,093 views']","['https://i.ytimg.com/vi/toCj3owVm94/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCfpPUZndXlNrVDj_6i4uecdjx1CQ', 'https://i.ytimg.com/vi/Ljbn9iY1n1c/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC33dYQsc4yPdaCznzIufMeqbTClg', 'https://i.ytimg.com/vi/gPKBjmulvJ8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCY2T8-2zl0bEIYD5o_bdaujLftmg']"
Gaming,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqPGlAnKTo497WlcbnYxBKshW4iu9KuZkc8MZS8Dnw=s176-c-k-c0x00ffffff-no-rj,Miniminter,https://www.youtube.com/channel/UCWZmCMB7mmKWcXJSIPRhzZw/about,,10.2M subscribers,1.8K,"Description
If you want to see videos with 'KSI', 'my girlfriend' and 'the Sidemen' in titles, you've come to the right place!","Feb 18, 2008","3,629,750,109 views",,"['https://www.youtube.com/watch?v=ckOok_I67xI', 'https://www.youtube.com/watch?v=3MUWpGHdt6M', None]","['TALIA NEEDS TO EXPLAIN THIS... by Miniminter 3 weeks ago 17 minutes 1,217,495 views', 'MY DREAM SETUP IS FINALLY COMPLETE! by Miniminter 1 month ago 13 minutes, 22 seconds 1,742,947 views', ""THIS CAN'T BE REAL... by Miniminter 1 month ago 19 minutes 954,934 views""]","['https://i.ytimg.com/vi/ckOok_I67xI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCGmhVW9wQs-nIsA8pM5jCkC1F6Mw', 'https://i.ytimg.com/vi/3MUWpGHdt6M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD-YD_G-oRNvlsE4jKLNmDj13_NmQ', 'https://i.ytimg.com/vi/l9Fj7AThd7w/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA4vLooGU6eQhkwqfZxtaNCodIzKQ']"
Entertainment,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqPrphIljVdzoObYEe8MBVX8H-mxbggh6J2U5UTWSA=s176-c-k-c0x00ffffff-no-rj,SIS vs BRO,https://www.youtube.com/channel/UChLN0bJgq6d15OK2HVB4YTg/about,Canada,14.3M subscribers,358,"Description
Welcome to SIS vs BRO! This is where Karina and Ronald join forces to challenge each other in countless fun videos! Challenges, gaming, and more!!! Be sure to SUBSCRIBE and we will see you in the next video!!!

SIS vs BRO instagram @ sisvsbro_karina_ronald
Karina has a new instagram @ kurzawa_karina
Ronald's new instagram @ ronaldkurzawa

Our shirts: https://www.sisvsbro.com
Facebook: https://www.facebook.com/sisvsbrother/

Comment under Facebook videos or Instagram posts!!!

Business inquiries email: sisvsbro.karina.ronald@gmail.com","Mar 4, 2016","6,931,571,359 views",,"['https://www.youtube.com/watch?v=4lMJOUFL9lg', 'https://www.youtube.com/watch?v=fap2SgwfP9o', None]","[""Karina's Master Bedroom Tour by SIS vs BRO 2 years ago 6 minutes, 44 seconds 15,161,352 views"", 'Who Will Win The Master Bedroom in Our New House? by SIS vs BRO 2 years ago 19 minutes 10,048,596 views', 'We Are Moving to a Mansion by SIS vs BRO 2 years ago 16 minutes 8,937,975 views']","['https://i.ytimg.com/vi/4lMJOUFL9lg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAZobkOdvR9WL97i23TTId0zjtoYA', 'https://i.ytimg.com/vi/fap2SgwfP9o/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCJJ8QMWpuUfNIVWPzDLbeeK6dPMw', 'https://i.ytimg.com/vi/kiq_fUWct40/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCLwbcQiYMs0OpZcSRdsFnLB40jUQ']"
Education,Youtube,https://yt3.googleusercontent.com/HjXKmDGoAp6b-JdGYpqJYYeN4S_CMpD_kqWvldpN53cbzn-i73t6mVNo8mNki-xLPwi0BVSFi-o=s176-c-k-c0x00ffffff-no-rj,TED-Ed,https://www.youtube.com/channel/UCsooa4yRKGN_zEE8iknghZA/about,United States,18.5M subscribers,2K,"Description
TED-Ed��s mission is to create lessons worth sharing. Feed and expand your curiosity with our award-winning animated shorts - published on YouTube and available with supplemental learning materials on ed.ted.com.

Want to suggest an idea for a TED-Ed animation, nominate an educator or animator? Visit our website at: http://ed.ted.com/get_involved.

Consider backing us on Patreon. By doing so, you directly support our nonprofit mission to create free, high-quality educational content: https://www.patreon.com/teded

For more information on using TED-Ed content for commercial purposes (e.g. employee learning, in a film, or in an online course), please submit a Media Request using this link: https://media-requests.ted.com/ ","Mar 2, 2011","3,574,561,535 views",,"['https://www.youtube.com/watch?v=Xj5nH5JtJAQ', 'https://www.youtube.com/watch?v=5EsICTVo2dM', None]","['Can zoos save species from extinction? - Nigel Rothfels by TED-Ed 1 day ago 4 minutes, 53 seconds 92,327 views', 'Why do we eat popcorn at the movies? - Andrew Smith by TED-Ed 6 days ago 5 minutes, 20 seconds 300,566 views', 'Whatever happened to the hole in the ozone layer? - Stephanie Honchell Smith by TED-Ed 8 days ago 5 minutes, 13 seconds 254,800 views']","['https://i.ytimg.com/vi/Xj5nH5JtJAQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA1TdtcK5JmOiHOf-_EpelEm4cCPA', 'https://i.ytimg.com/vi/5EsICTVo2dM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAovhY3Q18TAUhWaxGnSswsW8LB-Q', 'https://i.ytimg.com/vi/5wVJeq4mLL0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDyv-laYRFgg1AMZul2fnWgj2bkVQ']"
